"temp","species","relAb"
8.26468715985728,"Sp1",0.0283971082476018
8.26468715985728,"Sp2",0.0124356145262509
8.26468715985728,"Sp3",0.0214382301175866
8.26468715985728,"Sp4",0.00141252318090443
8.26468715985728,"Sp5",9.91334176222533e-07
8.26468715985728,"Sp6",2.35995842664552e-40
8.26468715985728,"Sp7",0.00112296950433397
8.26468715985728,"Sp8",0.000373476971667211
8.26468715985728,"Sp9",0.00939159429446546
8.26468715985728,"Sp10",0.00725571612758098
8.26468715985728,"Sp11",0.00484373699269003
8.26468715985728,"Sp12",0.00448149724795756
8.26468715985728,"Sp13",4.96078735847499e-24
8.26468715985728,"Sp14",0.0317945777719077
8.26468715985728,"Sp15",0.0109598619931222
8.26468715985728,"Sp16",0.0147799963599703
8.26468715985728,"Sp17",0.0235631519660322
8.26468715985728,"Sp18",0.00321828715445921
8.26468715985728,"Sp19",0.0115561172186207
8.26468715985728,"Sp20",1.43257123366943e-20
8.26468715985728,"Sp21",0.000403430296025163
8.26468715985728,"Sp22",7.34596342350088e-09
8.26468715985728,"Sp23",2.68451679100931e-12
8.26468715985728,"Sp24",0.0074100978626344
8.26468715985728,"Sp25",8.42765067135019e-47
8.26468715985728,"Sp26",7.48097245396463e-05
8.26468715985728,"Sp27",0.0287033339123272
8.26468715985728,"Sp28",0.0101342547021333
8.26468715985728,"Sp29",0.00768381960811791
8.26468715985728,"Sp30",0.0198653143568005
8.26468715985728,"Sp31",0.0377129877835123
8.26468715985728,"Sp32",9.71636009915928e-33
8.26468715985728,"Sp33",0.00267706166160293
8.26468715985728,"Sp34",0.00127660101490296
8.26468715985728,"Sp35",0.00713080275118935
8.26468715985728,"Sp36",0.004286230821144
8.26468715985728,"Sp37",0.0145441734755742
8.26468715985728,"Sp38",0.0280683253261602
8.26468715985728,"Sp39",0.0266421804236654
8.26468715985728,"Sp40",0.00123522972268781
8.26468715985728,"Sp41",3.17917392992317e-62
8.26468715985728,"Sp42",0.0103782302457053
8.26468715985728,"Sp43",3.10938868828413e-17
8.26468715985728,"Sp44",2.45519739436444e-11
8.26468715985728,"Sp45",6.80627627956448e-14
8.26468715985728,"Sp46",0.00781648496670413
8.26468715985728,"Sp47",0.0344227058361142
8.26468715985728,"Sp48",0.00165183053347685
8.26468715985728,"Sp49",0.0065886184235737
8.26468715985728,"Sp50",0.00552743760960066
8.26468715985728,"Sp51",0.000754775101300506
8.26468715985728,"Sp52",0.00297024631455109
8.26468715985728,"Sp53",0.00203623384865883
8.26468715985728,"Sp54",0.00299466508061912
8.26468715985728,"Sp55",0.0076203812327025
8.26468715985728,"Sp56",1.02906566001032e-16
8.26468715985728,"Sp57",0.000666889550920984
8.26468715985728,"Sp58",0.029086079883185
8.26468715985728,"Sp59",0.0138898161655918
8.26468715985728,"Sp60",2.77694667172058e-14
8.26468715985728,"Sp61",0.0185268832930175
8.26468715985728,"Sp62",0.0116231895430889
8.26468715985728,"Sp63",0.00276112187589163
8.26468715985728,"Sp64",1.2553733715447e-15
8.26468715985728,"Sp65",0.0121469220149305
8.26468715985728,"Sp66",1.05449038772373e-20
8.26468715985728,"Sp67",0.00689298625021875
8.26468715985728,"Sp68",0.00901665093780509
8.26468715985728,"Sp69",0.00849254889701375
8.26468715985728,"Sp70",0.0199848938267775
8.26468715985728,"Sp71",0.0262412717462944
8.26468715985728,"Sp72",0.00253697464108389
8.26468715985728,"Sp73",0.0170994117466868
8.26468715985728,"Sp74",1.0705261557884e-09
8.26468715985728,"Sp75",0.0287108183086561
8.26468715985728,"Sp76",0.00365087729031527
8.26468715985728,"Sp77",0.0163503888722046
8.26468715985728,"Sp78",0.00284320294836557
8.26468715985728,"Sp79",0.00044848469579778
8.26468715985728,"Sp80",0.0030958261740713
8.26468715985728,"Sp81",0.00756970646076819
8.26468715985728,"Sp82",0.012481625126005
8.26468715985728,"Sp83",0.0217582936510579
8.26468715985728,"Sp84",0.0246290718335374
8.26468715985728,"Sp85",0.000557098682658045
8.26468715985728,"Sp86",0.000443619891307756
8.26468715985728,"Sp87",1.92180744831636e-06
8.26468715985728,"Sp88",7.71125678219886e-08
8.26468715985728,"Sp89",0.00903083841992014
8.26468715985728,"Sp90",0.00890919001948601
8.26468715985728,"Sp91",6.61851444959489e-16
8.26468715985728,"Sp92",0.0197491328486242
8.26468715985728,"Sp93",0.00177545313819676
8.26468715985728,"Sp94",0.00518700718243131
8.26468715985728,"Sp95",0.0138985327439032
8.26468715985728,"Sp96",1.48699473718232e-07
8.26468715985728,"Sp97",0.00437306983197462
8.26468715985728,"Sp98",1.08637904061118e-11
8.26468715985728,"Sp99",1.45090423555552e-17
8.26468715985728,"Sp100",0.0297194293224298
8.26468715985728,"Sp101",1.28910863381697e-10
8.26468715985728,"Sp102",0.00631739794209097
8.26468715985728,"Sp103",0.0164563157535331
8.26468715985728,"Sp104",7.9412636368936e-17
8.26468715985728,"Sp105",0.00325621047954625
8.26468715985728,"Sp106",0.0211797148993474
8.26468715985728,"Sp107",3.6444645014614e-24
8.26468715985728,"Sp108",0.00710915961510803
8.26468715985728,"Sp109",0.0215790104458817
8.26468715985728,"Sp110",0.0170793879457072
8.26468715985728,"Sp111",6.69477474785883e-50
8.26468715985728,"Sp112",0.0278459822581395
8.26468715985728,"Sp113",0.00743577858942908
8.26468715985728,"Sp114",0.00302896565804629
8.26468715985728,"Sp115",7.54113874737366e-10
8.26468715985728,"Sp116",1.7304759231522e-40
