"Hrepro_l","Hveg_l","SLA_l","LDMC_l","LCC_l","LNC_l","LD13C_l","LD15N_l","Hrepro_c","Hveg_c","SLA_c","LDMC_c","LCC_c","LNC_c","LD13C_c","LD15N_c","Hrepro_Tmin","Hveg_Tmin","SLA_Tmin","LDMC_Tmin","LCC_Tmin","LNC_Tmin","LD13C_Tmin","LD15N_Tmin"
-0.823073481749905,-0.825136764305948,-0.502525335937684,0.455112076079576,0.380692439505761,-0.129866791414422,0.464779483268196,-0.234592083805126,-0.553426150047832,-0.742485935827314,-0.102512490421888,-0.0505765788962727,-0.280570694090724,-0.52847642480556,-0.0648678909505302,-0.787403487551094,0.793883060480778,0.879745714694224,0.487066558439478,-0.404622747913765,-0.200877673428377,0.342862311946424,-0.367882574917668,0.465234266718706
-0.816459584154653,-0.836195010513262,-0.512487088200508,0.459903625384262,0.351780769192268,-0.177281755111534,0.455162283270224,-0.277776487272004,-0.54949640793398,-0.74021673652719,-0.105655691331216,-0.0470462089774706,-0.281946600227458,-0.533234689546354,-0.0641799333027338,-0.788874094321836,0.785655229481474,0.874277976889119,0.496920125192166,-0.41613506101799,-0.201667239102835,0.351591474196631,-0.372711473632031,0.464972237612081
-0.809688292559142,-0.823957921680808,-0.520572257294565,0.472772086696636,0.367905552374916,-0.164428677598915,0.466713647422875,-0.25543994751126,-0.550744203973772,-0.735020138878013,-0.0701812967418104,-0.0856222411951212,-0.293213664546723,-0.509850538482694,-0.0868734542611183,-0.785087036649402,0.789257289369479,0.869644207668584,0.505861343443601,-0.429609642910305,-0.22444648386586,0.332094833337746,-0.388372173734456,0.439756357052196
-0.818904021160044,-0.832948257254676,-0.509460237988947,0.458522292657412,0.361231265291702,-0.162057634183062,0.458428978777365,-0.263960868117772,-0.527332268189931,-0.715570494326597,-0.0549881750813894,-0.10139105727775,-0.312707137720379,-0.516396254345528,-0.104779563420481,-0.790269848207057,0.792794697495523,0.874814300600443,0.496779521124411,-0.417781265251586,-0.215152229126144,0.334720307773713,-0.379552544975787,0.449844958031611
-0.817926143539877,-0.827631372584691,-0.510254891759873,0.461517157624461,0.370412213383933,-0.150940227864435,0.463276508567616,-0.250729458993035,-0.564058102796565,-0.743818298408096,-0.06724541380101,-0.0891089369228957,-0.285505864871462,-0.498070043275761,-0.0839662148639969,-0.78023632192007,0.797651866567249,0.878174308028843,0.490644613545652,-0.410557050546581,-0.214204166196998,0.329849052097295,-0.376311160765461,0.450503295062817
-0.808339790533047,-0.827274797440138,-0.522408555829015,0.473052815498218,0.359750956694062,-0.17680920895726,0.463550025071243,-0.267359833598015,-0.529939112045939,-0.724002440204347,-0.0919281217487579,-0.0614374529990459,-0.299004448955996,-0.53859141932982,-0.0800202577680489,-0.793706957881374,0.780339509762292,0.865917597023394,0.512061735988698,-0.435907964800222,-0.21783825902758,0.346399502296899,-0.387771229280198,0.447531362994422
-0.809688292559142,-0.823957921680808,-0.520572257294565,0.472772086696636,0.367905552374916,-0.164428677598915,0.466713647422875,-0.25543994751126,-0.550744203973772,-0.735020138878013,-0.0701812967418104,-0.0856222411951212,-0.293213664546723,-0.509850538482694,-0.0868734542611183,-0.785087036649402,0.789257289369479,0.869644207668584,0.505861343443601,-0.429609642910305,-0.22444648386586,0.332094833337746,-0.388372173734456,0.439756357052196
-0.824494119457942,-0.822459618758223,-0.49962086156133,0.453327535695671,0.386984569580347,-0.118755301404201,0.466514228424298,-0.224754567251527,-0.607687062642868,-0.774676833391174,-0.0728281262704369,-0.0837602774584258,-0.253921448153756,-0.467605039335002,-0.0639568563112892,-0.764140440621414,0.806636716027322,0.875395568791024,0.494123907025474,-0.418405953058071,-0.240587220236323,0.300370236792449,-0.391311216787384,0.420144897953836
-0.819810418004074,-0.825783105791991,-0.5073528807519,0.459501800469806,0.375998147871272,-0.140791180973321,0.464685366760319,-0.242176166232015,-0.571592927765233,-0.751175086580623,-0.0789359019637796,-0.0766146173932036,-0.276783211869085,-0.500096775536593,-0.0737011850251277,-0.779022909907712,0.799069424234866,0.87625992033403,0.494086826334218,-0.415811071139913,-0.223298275042647,0.321926667839763,-0.38250067048108,0.440350273399429
-0.806630923641397,-0.820762367150732,-0.524093723453268,0.477401934693239,0.370433451899218,-0.164632547736412,0.469535858170862,-0.252069079400759,-0.529430267166488,-0.732281494254858,-0.148821905399679,0.000883017526280419,-0.277760427310059,-0.572140599780493,-0.0420059971754375,-0.796128311720406,0.781590749231651,0.86704506940426,0.510174972419334,-0.433575022307443,-0.21686035301354,0.345764506404634,-0.386427711142931,0.448570975024253
-0.812442204040833,-0.813453178918688,-0.51461565362766,0.471284311917016,0.390521748409122,-0.129065855558354,0.475027531969602,-0.221296271948046,-0.579413461708467,-0.758570657806047,-0.090271573203193,-0.0644679465294698,-0.267794126592507,-0.501426821338018,-0.0634658752555189,-0.777391459887759,0.795938515107264,0.874957975642734,0.496528982995529,-0.418327829021946,-0.221146589380963,0.327015879267559,-0.382501030498856,0.442993643696174
-0.8024026312124,-0.821671546683211,-0.529320697479589,0.481862944359071,0.363504484970473,-0.178778403402382,0.468499689058023,-0.262507368411176,-0.529646346751768,-0.720680775352151,-0.0738943945210216,-0.0810129945722317,-0.305273827013814,-0.527311138159165,-0.0918608153911193,-0.792007776199709,0.785013365505207,0.86282943411823,0.516815417495916,-0.444139018510083,-0.236862404215675,0.327371372857138,-0.399602185342127,0.425879088810229
-0.812198629175251,-0.804980647443682,-0.511633836404771,0.471495975203199,0.404948395336085,-0.107185118342344,0.480644872909241,-0.198809835056218,-0.550846121877796,-0.731259934469006,-0.0496908917684599,-0.107746084403931,-0.299473038544547,-0.4959599157005,-0.0998852434780735,-0.782178793015979,0.808000348520197,0.873633392918032,0.496165913588678,-0.421949722498531,-0.248309390544507,0.292713498696527,-0.39614600130765,0.411106016315989
-0.819587010126075,-0.825366854039878,-0.50758241329911,0.459888640641231,0.376529775328397,-0.140327652661225,0.465048227736827,-0.2414181190203,-0.57090805768011,-0.751236271714559,-0.0819617125579916,-0.0733211045013324,-0.276244558051178,-0.502579392010604,-0.0719966636409932,-0.779607535200606,0.801673594725569,0.875264260138858,0.495433540679381,-0.418563332085879,-0.231557177789958,0.312954200800827,-0.387312637418273,0.430873492428574
-0.812442204040833,-0.813453178918688,-0.51461565362766,0.471284311917016,0.390521748409122,-0.129065855558354,0.475027531969602,-0.221296271948046,-0.579413461708467,-0.758570657806047,-0.090271573203193,-0.0644679465294698,-0.267794126592507,-0.501426821338018,-0.0634658752555189,-0.777391459887759,0.795938515107264,0.874957975642734,0.496528982995529,-0.418327829021946,-0.221146589380963,0.327015879267559,-0.382501030498856,0.442993643696174
-0.821997864939056,-0.837571581112229,-0.505595831166033,0.452872816815485,0.355685319847975,-0.165392022702454,0.453961752696557,-0.271465400571928,-0.496442447323665,-0.690123082816924,-0.0388570564606283,-0.117741245137451,-0.336182266863795,-0.526332305140682,-0.125403892296107,-0.79617696837061,0.799753547346165,0.877999518347146,0.490962000986521,-0.411605797213936,-0.219084959175979,0.324089494391155,-0.378945988552805,0.444957118153328
-0.825528878468415,-0.825385961498247,-0.498946421117525,0.451546006479539,0.382788791861044,-0.123561008476688,0.464172156029279,-0.230967860511473,-0.530744887280108,-0.725993083059109,-0.100467877142297,-0.0521610557069585,-0.295502511965537,-0.543310792393161,-0.0741241156284434,-0.794144206264109,0.79197753747423,0.875921298805605,0.494616644215152,-0.414543453290676,-0.209780993067232,0.339262168128837,-0.375834668561529,0.455778034475828
-0.811184756005126,-0.828497603739651,-0.518989490975094,0.4693536137063,0.360806813587499,-0.172059660520974,0.462526194014386,-0.265545118914526,-0.559971200520313,-0.74541545205754,-0.0924390483639993,-0.0617042765925792,-0.279882649025952,-0.517431373410323,-0.0691487201890367,-0.78443254752872,0.785675029850189,0.870388941529644,0.504487311148698,-0.426656199729205,-0.214663641620557,0.34291031900168,-0.382759017149273,0.4508163661369
-0.843964486687328,-0.839131203690674,-0.473865805805539,0.421600659594759,0.375977473620068,-0.107299501591662,0.449422249948101,-0.237012884330085,-0.539716348298664,-0.724753259486627,-0.0568337134768146,-0.0997569503534538,-0.304411751259457,-0.508895006630309,-0.0993017653331303,-0.786809594990016,0.81765654446232,0.88673469544799,0.473088227320314,-0.392100201348305,-0.226134482282066,0.297586677806435,-0.374469710712403,0.43507550909188
-0.805113107209749,-0.818128795614706,-0.525675449715771,0.479970030922386,0.373671274730369,-0.16199095574832,0.471828515140178,-0.24746622603267,-0.574966599322184,-0.751735051106722,-0.0691355870164186,-0.0872860509159923,-0.277674065754481,-0.491067879395954,-0.0787553219239762,-0.776592389819116,0.796840315690561,0.865582861054279,0.510424737770972,-0.438883989842166,-0.25126064978555,0.303081350570451,-0.404051723543659,0.408583939516035
-0.823482003905314,-0.829678697052319,-0.502920342089008,0.453679481618034,0.372707062070981,-0.140657966972666,0.461072122420238,-0.24647064091814,-0.543751565965512,-0.726660167349433,-0.0517976080124915,-0.105296981566344,-0.303387028032696,-0.502569564997046,-0.101076416656207,-0.784802718302307,0.799283468335851,0.87618001141883,0.494208626884634,-0.416049348432711,-0.223980828456088,0.321196297072928,-0.382903402395596,0.439572478244013
-0.821021685121587,-0.82053163288585,-0.504250129288948,0.45856536515348,0.386879332982068,-0.123511581592944,0.468565664566738,-0.225543958702954,-0.572587634566383,-0.758655977409859,-0.119689615157064,-0.0322697947707447,-0.261880280890103,-0.524671659125137,-0.0465689007623652,-0.782009640209243,0.806560261595446,0.874212397049172,0.495847935221111,-0.420911185118888,-0.243976907017504,0.297829882968923,-0.393807231152961,0.416259477167941
-0.843964486687328,-0.839131203690674,-0.473865805805539,0.421600659594759,0.375977473620068,-0.107299501591662,0.449422249948101,-0.237012884330085,-0.539716348298664,-0.724753259486627,-0.0568337134768146,-0.0997569503534538,-0.304411751259457,-0.508895006630309,-0.0993017653331303,-0.786809594990016,0.81765654446232,0.88673469544799,0.473088227320314,-0.392100201348305,-0.226134482282066,0.297586677806435,-0.374469710712403,0.43507550909188
-0.80886932638244,-0.81846467885381,-0.520854944385893,0.475295448633904,0.377416062226313,-0.152351517051666,0.47148087154677,-0.241534049354771,-0.540849446018241,-0.729138676381379,-0.0764679067744611,-0.0785507403025703,-0.297453991533324,-0.521087571365765,-0.0863118606696511,-0.788952208564296,0.783131177539826,0.868701992114868,0.507339729153615,-0.429988394891704,-0.214768081941454,0.345581463840956,-0.384089295590765,0.450822078355559
-0.832153383249041,-0.829128906931939,-0.489881917440941,0.441254015898653,0.382700512787664,-0.114610853653182,0.460003668112307,-0.229739351231438,-0.606305874825184,-0.781546027635767,-0.118291344889642,-0.0343521703035566,-0.239453573842295,-0.497559041208434,-0.0348504328051259,-0.769082285781401,0.813716938732941,0.882087235497956,0.481907603790824,-0.403277075606078,-0.233377480588467,0.29729159691672,-0.382139312392192,0.427527046739455
-0.824279869062897,-0.851919902707024,-0.500767950317456,0.441569507955851,0.328343601069111,-0.195795289733735,0.438304436338384,-0.309066715025659,-0.488888691512508,-0.675880372115059,0.00376347155239093,-0.16314565722847,-0.352285514542014,-0.500646459813247,-0.154303157399749,-0.789944272434884,0.80478117520638,0.879318440521525,0.488234241589018,-0.409293348882349,-0.224900861471569,0.3141460444178,-0.380682636831258,0.438033916497141
-0.795571425569152,-0.816127482461844,-0.537036201979582,0.491324333268701,0.365853128234149,-0.183336789049646,0.473113262306604,-0.259600558867754,-0.550770916724016,-0.736708617705773,-0.0795252094774962,-0.0755008749884436,-0.290156559213047,-0.515930041582682,-0.0808374328856465,-0.786166852302281,0.773334704162659,0.861404890967779,0.519266634915578,-0.444269947793573,-0.217416798406847,0.353974435595417,-0.390771274571144,0.44818243296184
-0.829557210120337,-0.839033906262273,-0.495612157462403,0.44278916724911,0.361454261836327,-0.14797503118193,0.452258273252293,-0.261887608278421,-0.53641343886122,-0.726299330503242,-0.0782923347837967,-0.076446164748711,-0.29962841429753,-0.525411925032331,-0.0866766602220959,-0.790497847553287,0.800087680640574,0.880303822969076,0.486621379152396,-0.405637292472821,-0.212192070029964,0.328377099150516,-0.373472544148184,0.452478387792166
-0.82850048171441,-0.826183588982366,-0.494655124033817,0.447057359624496,0.384360046808586,-0.117221432123269,0.4629829356768,-0.227984699862663,-0.564526065200489,-0.755484454940136,-0.136098012495849,-0.0141066718178566,-0.260869208983357,-0.540167252519473,-0.0384426464826468,-0.785339504745838,0.800472897611762,0.87885724806132,0.48937045994957,-0.409582808378075,-0.217757011285867,0.324170589607805,-0.377552045058267,0.446354107613158
-0.817956433507921,-0.823278808033445,-0.509429895390311,0.462492020887406,0.378625440789735,-0.139436952189509,0.466905090795626,-0.23853475008995,-0.546643238455701,-0.73358026556446,-0.0783338144002055,-0.0766853935112224,-0.293179583084756,-0.518145455953594,-0.0830695288230446,-0.787353960273948,0.803299409879206,0.873488629050181,0.49780740426895,-0.422573938464761,-0.24007115253642,0.304656135829503,-0.39270769342591,0.421051286439145
-0.795571425569152,-0.816127482461844,-0.537036201979582,0.491324333268701,0.365853128234149,-0.183336789049646,0.473113262306604,-0.259600558867754,-0.550770916724016,-0.736708617705773,-0.0795252094774962,-0.0755008749884436,-0.290156559213047,-0.515930041582682,-0.0808374328856465,-0.786166852302281,0.773334704162659,0.861404890967779,0.519266634915578,-0.444269947793573,-0.217416798406847,0.353974435595417,-0.390771274571144,0.44818243296184
-0.800982224771015,-0.824863988360569,-0.530943179776556,0.481929573919834,0.355305373997447,-0.190979754899433,0.465207462564809,-0.274324076942839,-0.57092967635698,-0.74768811542308,-0.0623790579270915,-0.0945066699916876,-0.282473224488922,-0.48961539695651,-0.0845560877611985,-0.777135620061099,0.786709952292882,0.86929945640343,0.506470143686669,-0.429739430036502,-0.220323814227118,0.337823448464407,-0.386540227984428,0.444494544187164
-0.819638659296322,-0.82728714003826,-0.507868640357721,0.459386816177684,0.372986560410093,-0.145221914434514,0.463451706495484,-0.246676696121738,-0.553296536446276,-0.742093208959735,-0.100675407531321,-0.0525752955856156,-0.281305364111033,-0.527441438035157,-0.0661253057658073,-0.787308589899149,0.79399106631491,0.874689489785131,0.497035825854583,-0.418477363174999,-0.218032937512242,0.331390555060139,-0.38113930979411,0.446585585628837
