"l_c","l_Tmin","c_Tmin"
0.505868684426422,-0.970431099630838,-0.687193853947974
0.501231105183344,-0.969245871253647,-0.685361174551664
0.482111206051564,-0.966694096483753,-0.677869052005579
0.442338733530318,-0.974400677876881,-0.618621858000122
0.443644323686159,-0.961228022239686,-0.658710091632652
0.389079365043558,-0.955126902595702,-0.628487247357956
0.472793078226278,-0.97227582392871,-0.651859015443893
0.40746912866978,-0.972162062242362,-0.599298819384479
0.56201923508232,-0.967103849140497,-0.736058186763867
0.445630597945509,-0.968197443824634,-0.641731336400383
0.525262684231455,-0.969045144343039,-0.705287822837157
0.40746912866978,-0.972162062242362,-0.599298819384479
0.567913430935619,-0.974767203799837,-0.725804152802839
0.495672208426722,-0.96957544595711,-0.683040786954206
0.490461039314051,-0.968276813464047,-0.680806388384711
0.4720081073902,-0.96566637925765,-0.67295953818379
0.487684205599577,-0.956024248336382,-0.708819808680434
0.50695250430566,-0.973439496675817,-0.677216442175764
0.486519717143021,-0.967172989372648,-0.677727491263977
0.4720081073902,-0.96566637925765,-0.67295953818379
0.42978352843064,-0.961195209017679,-0.649391067789272
0.424447645445105,-0.96582140029738,-0.626988094047925
0.451234507478672,-0.975195018181077,-0.62442265422873
0.493898195934302,-0.97273776151079,-0.669182393412049
0.482805822711192,-0.965857116300558,-0.680238154644896
0.454459519899339,-0.969736562986075,-0.644899316407935
0.416803461066642,-0.966251323388791,-0.626382276780025
0.493898195934302,-0.97273776151079,-0.669182393412049
0.41066865608408,-0.965951402633751,-0.620665084085861
0.525896122985012,-0.970469798595217,-0.700592009143734
0.509224243362218,-0.965872190179558,-0.702642996083275
0.517221300044737,-0.972263183295517,-0.691760108001367
0.469634654717959,-0.969534544459474,-0.659983122807348
0.472037359412146,-0.960435821829136,-0.683063890306107
0.447823688133461,-0.972998452270412,-0.627921897109235
0.517221300044737,-0.972263183295517,-0.691760108001367
0.527261656339251,-0.96679070824777,-0.713035220106761
0.495420852102102,-0.96809935711113,-0.684058324300455
0.480824649710796,-0.969654516728239,-0.667563679058112
0.451666668879566,-0.964336989573038,-0.660094944834872
0.465588946433617,-0.976891626114523,-0.631037934754746
0.455775840143276,-0.967088627165799,-0.655333968016258
0.405422292431453,-0.969262926669349,-0.606969178430438
0.451666668879566,-0.964336989573038,-0.660094944834872
0.560445476497476,-0.967821350644599,-0.736212791028614
0.449852036753749,-0.970142541341564,-0.640286382576837
0.519821620351359,-0.969040554174839,-0.703853069314259
0.513568119849892,-0.968730382224473,-0.699289405341491
0.477623542598411,-0.969807252392122,-0.665627546212739
0.470392651423677,-0.96634973226279,-0.665898760640109
0.461604492002486,-0.967250936917026,-0.660516291684744
0.513568119849892,-0.968730382224473,-0.699289405341491
0.540976874321908,-0.969420554529116,-0.718859262192612
0.48215652933239,-0.963405958918426,-0.687667694769811
0.473178708412424,-0.970217430201537,-0.661276442325183
0.433081408222198,-0.964943746789129,-0.642457860716605
0.452423026002204,-0.96255210490365,-0.66314742458789
0.477220551149521,-0.974764813322828,-0.649288203099062
0.510218500654411,-0.970470164765106,-0.689761108729582
0.433081408222198,-0.964943746789129,-0.642457860716605
0.46560157737176,-0.974454173002156,-0.642182225669915
0.490799255794953,-0.96314474882896,-0.696164935662574
0.453237492914813,-0.967280449194833,-0.655740510650726
0.471573125618794,-0.97391928769668,-0.647788587723406
0.539293848618813,-0.971239569310509,-0.71129950848269
0.454348011944258,-0.974545596164795,-0.632884732529794
0.510960228684141,-0.962990286763925,-0.712905765130525
0.471573125618794,-0.97391928769668,-0.647788587723406
0.469503862144055,-0.969531887268282,-0.657268911887577
0.476236825053516,-0.969178114440095,-0.664644347069499
0.452721990327357,-0.973107055337477,-0.631917962604713
0.583496046452289,-0.96334797354674,-0.76426374116641
0.469934795671916,-0.965458576544073,-0.668063768531245
0.48616913477603,-0.971316431509038,-0.665290177820844
0.524600003138428,-0.96103617139296,-0.728352644731222
0.583496046452289,-0.96334797354674,-0.76426374116641
0.50982221500238,-0.972235609402308,-0.684705608383478
0.549391454559936,-0.966269558597122,-0.731925632883522
0.501332416207914,-0.966241308101053,-0.690049885245952
0.489326360984447,-0.972517110373714,-0.662357280187389
0.474359543821808,-0.971320009665603,-0.658917299529194
0.4468422877011,-0.97096861468463,-0.633553213790359
0.427068109887023,-0.96715455437479,-0.631917883946555
0.489326360984447,-0.972517110373714,-0.662357280187389
0.468743352533681,-0.968097629989115,-0.661639275132484
0.523833379412496,-0.971304636113534,-0.701028370174036
0.484995757528997,-0.972017124513159,-0.661093974002074
0.514561908458178,-0.964479490464145,-0.708176967891314
0.47068125550249,-0.966799883330901,-0.668334333178929
0.390297069762639,-0.973721581195031,-0.574947752709141
0.409301098407482,-0.970050305389834,-0.605612393745378
0.514561908458178,-0.964479490464145,-0.708176967891314
0.492737146802089,-0.96740584460593,-0.683442775817528
0.482965237907194,-0.975081710413711,-0.653975728234323
0.504920908391997,-0.971967342162632,-0.683641824259638
0.523230213417386,-0.970945454398335,-0.69885007539428
0.433175760080809,-0.965264408492645,-0.644159742391945
0.498457325668784,-0.962274921603221,-0.701886401017027
0.4206248262806,-0.963899158347714,-0.633077657204489
0.523230213417386,-0.970945454398335,-0.69885007539428
0.43287921742582,-0.960928528420455,-0.654467457559222
0.444440518955104,-0.969940838840992,-0.636489837313915
0.424119631888633,-0.964323995355536,-0.636553670284901
0.555343955739157,-0.9735035448872,-0.721181384015592
0.524440410174071,-0.971518159700339,-0.700916232052896
0.552816446029103,-0.97008245190087,-0.722743735042652
0.499430878355955,-0.968290479671931,-0.688783664071973
0.555343955739157,-0.9735035448872,-0.721181384015592
0.53396358003247,-0.969785175469906,-0.70999843468048
0.398707632925969,-0.965630710696488,-0.610003076386749
0.56859326433262,-0.959835833891672,-0.761013032846456
0.490284611623539,-0.973132283519767,-0.665779501180638
0.469052502586384,-0.967510228813711,-0.666081132181028
0.333059494195211,-0.97494362286487,-0.52322953140855
0.409982878515564,-0.972994037206554,-0.597669803965398
0.490284611623539,-0.973132283519767,-0.665779501180638
0.509137130518946,-0.9698240636787,-0.693877875964066
0.475335556499624,-0.973976406909618,-0.65104136134832
0.506306757784387,-0.966872781782915,-0.694919783940689
0.531704420697619,-0.973408983981281,-0.697547123458169
0.411284092499488,-0.966152010694836,-0.621389071821786
0.460559818942695,-0.967721114025342,-0.659112992498033
0.532711841974149,-0.966500772627316,-0.719758758075743
0.531704420697619,-0.973408983981281,-0.697547123458169
0.470720244446072,-0.969608068127882,-0.661119891500867
0.525848409716141,-0.962630485244838,-0.72582320559292
0.551821750063075,-0.969009667431953,-0.726894218263465
0.464948385875957,-0.967016446232945,-0.659992019805335
0.414621671921787,-0.968293593478,-0.61784057211005
0.592805498254019,-0.972127844748967,-0.749813126552261
0.536656607374803,-0.969141205488899,-0.712024318740468
0.464948385875957,-0.967016446232945,-0.659992019805335
0.478379286713388,-0.971371759537334,-0.661136778263111
0.526836602314372,-0.966107807828806,-0.715607988150594
0.472631708419796,-0.969101308793598,-0.66335345954237
0.589083734306856,-0.973815618372294,-0.74474684971875
0.51904829322314,-0.966157691829371,-0.705814940530464
0.477242316514344,-0.968296794500956,-0.66729408184327
0.448132803510958,-0.970275747618554,-0.636213156721995
0.589083734306856,-0.973815618372294,-0.74474684971875
0.509941023527348,-0.970861431832709,-0.689313581068086
0.477614624571682,-0.977770320270973,-0.640260697558392
0.499814401919566,-0.966538407638208,-0.695138505942716
0.512843390531356,-0.966159542036196,-0.705388930267437
0.467668103686514,-0.974497754758966,-0.640400146743836
0.470371821356675,-0.972255034000929,-0.651432199347984
0.451052745325896,-0.972584420659627,-0.632441374205654
0.512843390531356,-0.966159542036196,-0.705388930267437
0.513139541211203,-0.963511596340177,-0.708622965240992
0.47281835747953,-0.956479483005012,-0.697439216910341
0.531353148524541,-0.96527132972147,-0.717782679032907
0.453671699316878,-0.96970562199201,-0.645702590520816
0.516316626196907,-0.96357272607603,-0.713776815169369
0.465564046348463,-0.968755141978534,-0.661489544217059
0.436335407603467,-0.968352172473564,-0.634026924929998
0.453671699316878,-0.96970562199201,-0.645702590520816
0.483349730196482,-0.971882759795847,-0.66314603135012
0.461620472122674,-0.969895333362313,-0.652355560081388
0.524855415270487,-0.966847214089745,-0.711225907867259
0.456231562838996,-0.962836571891633,-0.667324880570247
0.497295686477664,-0.963783466012765,-0.699609245008075
0.504000992466397,-0.961214365584834,-0.707569530310613
0.478956005111358,-0.966058310024913,-0.676698480542512
0.456231562838996,-0.962836571891633,-0.667324880570247
0.577179028705338,-0.964925563042835,-0.756989370207527
0.529295658363468,-0.968837056518426,-0.709240006354558
0.468816463142608,-0.972416916185585,-0.64887444530164
0.494442719729358,-0.968796709643895,-0.68024635306205
0.491725141320729,-0.965351528408754,-0.687634676523122
0.51176919764425,-0.959921213576428,-0.71971480394963
0.493603895595982,-0.966241578381329,-0.689459841336279
0.494442719729358,-0.968796709643895,-0.68024635306205
0.401024624993364,-0.968098860650385,-0.603036860357245
0.491369560405381,-0.962067227539393,-0.696401916842778
0.410619145673328,-0.96985432782797,-0.607542658422165
0.360776391937601,-0.974531062237219,-0.550388487851291
0.426561585244477,-0.967776950556987,-0.627159450808508
0.519287347285024,-0.960176488380213,-0.726409062746522
0.494544859510573,-0.974664716770987,-0.665371788104778
0.360776391937601,-0.974531062237219,-0.550388487851291
0.575755908269263,-0.974381747085427,-0.730933229801195
0.484983353475712,-0.970502693281231,-0.669516907458352
0.534496351809662,-0.962514741098992,-0.728420191385532
0.499620243424419,-0.960272911130887,-0.708307859253286
0.542551850174247,-0.967569037240085,-0.721626883747976
0.509862797464691,-0.976463745568952,-0.671768514787771
0.504105735089976,-0.967584812170207,-0.694149932122593
0.499620243424419,-0.960272911130887,-0.708307859253286
0.422901501088595,-0.968494810747566,-0.625260348357388
0.403806477206888,-0.974443535790318,-0.590517069584565
0.467273423634386,-0.969856674296311,-0.654588251332948
0.548276673818351,-0.974392720864442,-0.710654546895855
0.445531980476283,-0.972874214330944,-0.629029026620206
0.413633620185177,-0.959982432293855,-0.638297858411743
0.46421898347553,-0.968303404932448,-0.656122021691748
0.548276673818351,-0.974392720864442,-0.710654546895855
0.541367515214051,-0.961362685236232,-0.733188012666372
0.43104272014997,-0.972472646725298,-0.615798947846834
0.47569654275398,-0.971534913923031,-0.659381937459675
0.500257168658078,-0.965357078759875,-0.69714841150648
0.481640016481167,-0.961759867179999,-0.693597962019851
0.471741905059238,-0.969462776047328,-0.659320779145362
0.423894181191509,-0.955999493000986,-0.657728426303326
0.500257168658078,-0.965357078759875,-0.69714841150648
0.501719321160504,-0.964101369047985,-0.699686270401129
0.54272120688688,-0.977501730181068,-0.695489669726892
0.528937887757961,-0.975299018512567,-0.691423337350465
0.411938601716345,-0.961567283612196,-0.634522343239051
0.564497502320109,-0.970091090592376,-0.731665164123486
0.432687021541396,-0.968892472443018,-0.627621333000023
0.501831914738877,-0.964853806271781,-0.698362433147346
0.411938601716345,-0.961567283612196,-0.634522343239051
0.484209879038279,-0.969097557650794,-0.67301026896315
0.507748071679985,-0.970975147647007,-0.689441844992298
0.48722401677499,-0.969965529366122,-0.671738172173159
0.448707852225472,-0.968135097369965,-0.64442027229213
0.411077217689405,-0.969950722588954,-0.609891600866829
0.533168718153441,-0.968542910551156,-0.712809029262412
0.494583108984136,-0.966115623718106,-0.689849552331595
0.448707852225472,-0.968135097369965,-0.64442027229213
0.467060131339581,-0.973050364766254,-0.644178250502846
0.46519189459428,-0.974039742351262,-0.64197969951532
0.470811410384846,-0.967552219075764,-0.663383943205369
0.501026311819359,-0.974081244700093,-0.673673220833461
0.462961724043774,-0.963749735525548,-0.669610184266468
0.467520015652207,-0.969596513303321,-0.660807995887873
0.474016717254414,-0.969244159647703,-0.664289704385553
0.501026311819359,-0.974081244700093,-0.673673220833461
0.432495888887331,-0.972923811228237,-0.617105259573372
0.48126185377445,-0.96618794082515,-0.680284633411449
0.418590494591358,-0.973456768056162,-0.600942535436788
0.541879102341453,-0.961668530970494,-0.738595969749862
0.511969341711815,-0.969205470250853,-0.695423836173851
0.50577681040862,-0.972482196928453,-0.681423322319143
0.490672305221504,-0.96483836392233,-0.691333814985984
0.541879102341453,-0.961668530970494,-0.738595969749862
0.465292691180421,-0.967680739953153,-0.662285146851733
0.497838185414003,-0.964576961980538,-0.694854274696556
0.569731520810305,-0.968560565477341,-0.74397248328294
0.49962646769626,-0.97167902372465,-0.675384606131936
0.427298876480775,-0.971294373901096,-0.618850637197058
0.559017726410078,-0.966152068798473,-0.739094045836915
0.522716678479983,-0.966217278694966,-0.713014092894171
0.49962646769626,-0.97167902372465,-0.675384606131936
0.489887430526769,-0.960028876528111,-0.699288825559615
0.469290371667146,-0.976989462149614,-0.633438809629085
0.519715268646063,-0.976187130345602,-0.683237494139379
0.463875771136203,-0.961911402644315,-0.676924248115819
0.484147947014231,-0.975525941045696,-0.651619590506934
0.368435982139792,-0.975192571032787,-0.552189813812974
0.475392272493531,-0.960788463205717,-0.689190296333221
0.463875771136203,-0.961911402644315,-0.676924248115819
0.512067464956253,-0.964881126221139,-0.706749844892418
0.484835325717439,-0.962842883636251,-0.690139455773919
0.557878878570821,-0.970198315049066,-0.732951278752195
0.494916484659376,-0.973102161554757,-0.667917572311671
0.447116462072839,-0.974939688780152,-0.623448771732997
0.480856357806388,-0.968494573444018,-0.671361718001992
0.511386625410916,-0.967955117741148,-0.69816931175987
0.494916484659376,-0.973102161554757,-0.667917572311671
0.448104369480458,-0.974145243973433,-0.628267098015778
0.482461641947965,-0.968375222999812,-0.673535373895956
0.451483988426906,-0.967990789135973,-0.649249767533202
0.431973248635112,-0.965129296755551,-0.641301021065455
0.447219494439601,-0.967112785891179,-0.643922376220535
0.41785274602547,-0.972063591616371,-0.604143300731755
0.566323624722873,-0.96651244722535,-0.740029186614644
0.431973248635112,-0.965129296755551,-0.641301021065455
0.511016173010032,-0.968564367957531,-0.696661726846842
0.525398140769511,-0.965873155725395,-0.714039822302195
0.404682650486271,-0.974071494969941,-0.590542638508131
0.414046254671386,-0.97116912527342,-0.603576341950276
0.491216298711861,-0.970757705232713,-0.671645328501551
0.466141481895999,-0.96038381688735,-0.682749132284334
0.385112196442184,-0.972602329505742,-0.577679731135055
0.414046254671386,-0.97116912527342,-0.603576341950276
0.470407888085073,-0.968880752539617,-0.659774721990179
0.473559850056681,-0.972128455009934,-0.653674132889367
0.510242488928166,-0.966311164116928,-0.69963453884031
0.515181397664048,-0.966106751321911,-0.705908103822711
0.553889685544004,-0.959482339844206,-0.750516160616554
0.478419156053108,-0.96702246681856,-0.672042993347928
0.488526403188727,-0.971513731059727,-0.667812368022922
0.515181397664048,-0.966106751321911,-0.705908103822711
0.450430923136283,-0.973164641880905,-0.629627936794493
0.501757190611289,-0.966502143831084,-0.694850560570264
0.497572968102737,-0.967941529185606,-0.686872645908135
0.434574784111871,-0.9739478624086,-0.617438750644269
0.490197044140281,-0.971175147968405,-0.671427313176397
0.428939283470999,-0.961734780833302,-0.645425190982336
0.549380573674888,-0.967853617348676,-0.728380583389059
0.434574784111871,-0.9739478624086,-0.617438750644269
0.559696733782228,-0.971835991909427,-0.723665134103504
0.470205556674659,-0.975371997368366,-0.64432545202934
0.549124882398449,-0.969592681163566,-0.720774744879654
0.493596645423814,-0.96413308699891,-0.692704409937736
0.438525349529663,-0.971664149578385,-0.62382138841763
0.463062852055503,-0.964828346796871,-0.668661723425957
0.416730865314968,-0.978154099242206,-0.583373926712032
0.493596645423814,-0.96413308699891,-0.692704409937736
0.474152337387332,-0.964754644109946,-0.674307897681305
0.451907753516627,-0.972223267971114,-0.637554082443478
0.462037784985403,-0.971644613221357,-0.646056901226913
0.483144897623575,-0.973034571120095,-0.660368528760791
0.449589391192665,-0.97660648040846,-0.618452747469341
0.496923156485943,-0.970530832915487,-0.678671326932669
0.503045125564446,-0.965149276500014,-0.700228962964553
0.483144897623575,-0.973034571120095,-0.660368528760791
0.518886871431052,-0.968594216336621,-0.700543065668492
0.555499340235163,-0.962600898483164,-0.749489775990878
0.498815995027704,-0.966395195396301,-0.692136263291609
0.469790775557446,-0.963482915933648,-0.673638845558488
0.539438713075081,-0.974456852223185,-0.701872083046553
0.428758722565516,-0.968786405533313,-0.628804150798038
0.505800391455086,-0.96896393927291,-0.688450847965198
0.469790775557446,-0.963482915933648,-0.673638845558488
0.59969412846953,-0.97148977102465,-0.757801096039582
0.456903401645343,-0.972324589683386,-0.639250878606427
0.601208587593823,-0.972014610932032,-0.758789836605456
0.512895248237139,-0.975050134837656,-0.682030971021531
0.487465701125009,-0.966573159109601,-0.68262254664258
0.470579433867986,-0.969675110485498,-0.661682788838985
0.45114124615124,-0.976317438242597,-0.62309963310926
0.512895248237139,-0.975050134837656,-0.682030971021531
0.532967841071107,-0.96295349011679,-0.727685026959184
0.50764269476419,-0.966642559186032,-0.698761288283423
0.455498935446156,-0.968832258765358,-0.650740681253874
0.457574740799768,-0.968571108506723,-0.652583944261352
0.512453729416228,-0.962950491029274,-0.711658249712631
0.549506467613562,-0.972413620029308,-0.715691212876539
0.513010938666123,-0.972742633736446,-0.688017764883367
0.457574740799768,-0.968571108506723,-0.652583944261352
0.42930703769229,-0.972503189524399,-0.618613238413134
0.511492714094133,-0.967651259349436,-0.701972971967943
0.486792577278417,-0.964737651608633,-0.688693075683485
0.507919533111567,-0.968973176901819,-0.691634788370813
0.484588164301702,-0.96667066022944,-0.680013863337931
0.531687849560827,-0.969660541397404,-0.711080052812833
0.433860033127142,-0.96765588406352,-0.635905820514102
0.507919533111567,-0.968973176901819,-0.691634788370813
0.543421691766636,-0.972823157151499,-0.711608135197503
0.498481998600016,-0.967541641713372,-0.688810174838124
0.556747960738251,-0.96435191392057,-0.741348559840294
0.484421087337537,-0.975505741318509,-0.651832324075928
0.477345008418348,-0.960487694722691,-0.685857102731465
0.510704874521532,-0.976664089935825,-0.668709844035223
0.454898712450574,-0.960250884881287,-0.66656675071027
0.484421087337537,-0.975505741318509,-0.651832324075928
0.404735526439113,-0.97599716516058,-0.583955778840746
0.488588024901389,-0.971734872405996,-0.670994192490934
0.489980766858978,-0.966565349765487,-0.682104957049078
0.512457147008253,-0.969999053209414,-0.693833267041247
0.503637632914864,-0.966558666992321,-0.695564273763854
0.452463700767414,-0.970199297707806,-0.642344115745611
0.45298541519537,-0.969368403886776,-0.645550947389536
0.512457147008253,-0.969999053209414,-0.693833267041247
0.488295520740054,-0.974747152619101,-0.661175089212869
0.459940932855685,-0.966013302805746,-0.658151454609175
0.482830032413011,-0.970237632905848,-0.666072585709348
0.515574586541394,-0.967590804538454,-0.703511212184878
0.49982574149108,-0.963585043079586,-0.702180087188177
0.448607761292583,-0.966645886459214,-0.651878822627272
0.446193550084807,-0.970271810609178,-0.637691178966553
0.515574586541394,-0.967590804538454,-0.703511212184878
0.490870245122505,-0.968533039012557,-0.674704617708353
0.478646763613546,-0.969510928036698,-0.667198773439604
0.4305179061861,-0.963968925024106,-0.642646773708934
0.470706620469141,-0.973386925203956,-0.649444175329159
0.442051834864363,-0.95054523470691,-0.685771659375447
0.514464936868338,-0.96554956662302,-0.704142111163969
0.507398284847298,-0.970417542803274,-0.687341770734049
0.470706620469141,-0.973386925203956,-0.649444175329159
0.454738098378182,-0.960867293247823,-0.673062785272106
0.457517628504768,-0.974083134710407,-0.633710492423384
0.463912427594137,-0.971192796303311,-0.6498741510102
0.490293776108576,-0.97210994795266,-0.672222325514472
0.509706263943505,-0.952468012479153,-0.732601264558755
0.53979517668923,-0.973851149103596,-0.702899159792001
0.52581929995771,-0.974039608257967,-0.690547358987552
0.490293776108576,-0.97210994795266,-0.672222325514472
0.471202075402755,-0.964114469471008,-0.674158732982775
0.498038910976506,-0.972939972755378,-0.670720688851574
0.480991112284448,-0.970595672218375,-0.668550980917986
0.536967252369872,-0.96600705674467,-0.724523595715998
0.539248580245272,-0.962244533483926,-0.732803239169314
0.530550968646054,-0.974243150524288,-0.69833387655791
0.462824931911868,-0.97140807599531,-0.6472479609999
0.536967252369872,-0.96600705674467,-0.724523595715998
0.439312042554284,-0.974000140122978,-0.620173609597303
0.477345821010972,-0.961931061152988,-0.681931824509172
0.502329474358431,-0.971549081929138,-0.677212156148048
0.407656616648604,-0.961496279116189,-0.628743845683219
0.491042779170806,-0.964144291618265,-0.688378666016959
0.553295934637324,-0.967234524770751,-0.733954406959786
0.529891788962154,-0.969830539806418,-0.708564408422121
0.407656616648604,-0.961496279116189,-0.628743845683219
0.433102513924356,-0.966625057608101,-0.63551264596371
0.499658662754632,-0.967043134761106,-0.69080516996822
0.476615372379866,-0.972224482044903,-0.655561126382318
0.480613443156745,-0.973279234891788,-0.654410208848232
0.497824974453349,-0.962413332883198,-0.701358639431496
0.498313683787876,-0.965919423079985,-0.693356970020195
0.447161302495149,-0.969619379420687,-0.639370667437528
0.480613443156745,-0.973279234891788,-0.654410208848232
0.536864431590282,-0.969878999303466,-0.712370493289656
0.481939205902265,-0.971371705969324,-0.664009314957224
0.405531692844615,-0.970648765301605,-0.600134897274898
0.434009127360935,-0.973705219058823,-0.617807851380477
0.49841510487072,-0.967167150855307,-0.68676992445022
0.507253557865602,-0.966631647524126,-0.696829840827065
0.5568507168999,-0.97522564870811,-0.714208516954791
0.434009127360935,-0.973705219058823,-0.617807851380477
0.529030653158724,-0.972181092593711,-0.697522577335728
0.498224980558563,-0.970882240079666,-0.679450656631988
0.538914994920814,-0.973480271026928,-0.7020364714266
0.510339451815548,-0.971354753906043,-0.689294820349359
0.516883955268985,-0.968925329665268,-0.701392736301676
0.505719516374003,-0.973355395274843,-0.676553983365144
0.495181746052263,-0.969261159586938,-0.678630360665309
0.510339451815548,-0.971354753906043,-0.689294820349359
0.44600975481764,-0.964029412688667,-0.655671763369924
0.474163464881443,-0.965767053311381,-0.672811048721088
0.475625723860208,-0.968882666656011,-0.667021238214601
0.459082915943644,-0.96936434165855,-0.65274115526323
0.489915865653014,-0.969834837336039,-0.673574195025637
0.50129144593275,-0.973490055871375,-0.674236965428037
0.492295906781707,-0.968641810346796,-0.679602978929387
0.459082915943644,-0.96936434165855,-0.65274115526323
0.440255615836175,-0.966600001826173,-0.645419767912349
0.436926548680703,-0.96514179257596,-0.6457753601708
0.445497903657757,-0.968149755228113,-0.642244955093162
0.494766469075182,-0.971837684984782,-0.673532913602485
0.454442870171985,-0.967899319676474,-0.650124019081196
0.508707561656334,-0.970003041193852,-0.691089724675297
0.498493906411362,-0.974674800532461,-0.664715312795166
0.494766469075182,-0.971837684984782,-0.673532913602485
0.45706175825544,-0.967493525162437,-0.65216513667457
0.475712862968933,-0.961449264091531,-0.687538172606643
0.534046304239916,-0.969833546764766,-0.711596793251008
0.505366635992458,-0.962081036750675,-0.706515226321499
0.471954168306306,-0.972408536646574,-0.652633819266749
0.499719551080745,-0.973439047326149,-0.674466868431534
0.510608642706436,-0.970407516212828,-0.692826969648391
0.505366635992458,-0.962081036750675,-0.706515226321499
0.471564037339992,-0.962267579624794,-0.679938706138244
0.493859029193024,-0.975496000181085,-0.660092771441802
0.558799658268228,-0.97579418995548,-0.713759602044566
0.475624459238676,-0.965313626007024,-0.675858330525676
0.519858581879288,-0.968178855062348,-0.708145327166148
0.521736891870037,-0.964315471208461,-0.716954769656522
0.542119422725466,-0.970519529519078,-0.719580219210335
0.475624459238676,-0.965313626007024,-0.675858330525676
