"FPR","TPR","Model"
0.770292207792208,0.947560975609756,"jSDM-LVM"
0.769480519480519,0.947560975609756,"jSDM-LVM"
0.768668831168831,0.947560975609756,"jSDM-LVM"
0.767857142857143,0.947560975609756,"jSDM-LVM"
0.767045454545455,0.947560975609756,"jSDM-LVM"
0.766233766233766,0.947560975609756,"jSDM-LVM"
0.765422077922078,0.947560975609756,"jSDM-LVM"
0.765422077922078,0.946341463414634,"jSDM-LVM"
0.76461038961039,0.946341463414634,"jSDM-LVM"
0.763798701298701,0.946341463414634,"jSDM-LVM"
0.763798701298701,0.945121951219512,"jSDM-LVM"
0.762987012987013,0.945121951219512,"jSDM-LVM"
0.762175324675325,0.945121951219512,"jSDM-LVM"
0.762175324675325,0.94390243902439,"jSDM-LVM"
0.761363636363636,0.94390243902439,"jSDM-LVM"
0.760551948051948,0.94390243902439,"jSDM-LVM"
0.75974025974026,0.94390243902439,"jSDM-LVM"
0.758928571428571,0.94390243902439,"jSDM-LVM"
0.758116883116883,0.94390243902439,"jSDM-LVM"
0.757305194805195,0.94390243902439,"jSDM-LVM"
0.756493506493507,0.94390243902439,"jSDM-LVM"
0.755681818181818,0.94390243902439,"jSDM-LVM"
0.75487012987013,0.94390243902439,"jSDM-LVM"
0.754058441558442,0.94390243902439,"jSDM-LVM"
0.753246753246753,0.94390243902439,"jSDM-LVM"
0.752435064935065,0.94390243902439,"jSDM-LVM"
0.751623376623377,0.94390243902439,"jSDM-LVM"
0.750811688311688,0.94390243902439,"jSDM-LVM"
0.75,0.94390243902439,"jSDM-LVM"
0.749188311688312,0.94390243902439,"jSDM-LVM"
0.748376623376623,0.94390243902439,"jSDM-LVM"
0.747564935064935,0.94390243902439,"jSDM-LVM"
0.746753246753247,0.94390243902439,"jSDM-LVM"
0.745941558441559,0.94390243902439,"jSDM-LVM"
0.74512987012987,0.94390243902439,"jSDM-LVM"
0.744318181818182,0.94390243902439,"jSDM-LVM"
0.743506493506493,0.94390243902439,"jSDM-LVM"
0.742694805194805,0.94390243902439,"jSDM-LVM"
0.741883116883117,0.94390243902439,"jSDM-LVM"
0.741071428571429,0.94390243902439,"jSDM-LVM"
0.74025974025974,0.94390243902439,"jSDM-LVM"
0.739448051948052,0.94390243902439,"jSDM-LVM"
0.738636363636364,0.94390243902439,"jSDM-LVM"
0.737824675324675,0.94390243902439,"jSDM-LVM"
0.737012987012987,0.94390243902439,"jSDM-LVM"
0.736201298701299,0.94390243902439,"jSDM-LVM"
0.73538961038961,0.94390243902439,"jSDM-LVM"
0.73538961038961,0.942682926829268,"jSDM-LVM"
0.734577922077922,0.942682926829268,"jSDM-LVM"
0.733766233766234,0.942682926829268,"jSDM-LVM"
0.732954545454545,0.942682926829268,"jSDM-LVM"
0.732142857142857,0.942682926829268,"jSDM-LVM"
0.731331168831169,0.942682926829268,"jSDM-LVM"
0.730519480519481,0.942682926829268,"jSDM-LVM"
0.729707792207792,0.942682926829268,"jSDM-LVM"
0.729707792207792,0.941463414634146,"jSDM-LVM"
0.728896103896104,0.941463414634146,"jSDM-LVM"
0.728084415584416,0.941463414634146,"jSDM-LVM"
0.727272727272727,0.941463414634146,"jSDM-LVM"
0.726461038961039,0.941463414634146,"jSDM-LVM"
0.725649350649351,0.941463414634146,"jSDM-LVM"
0.724837662337662,0.941463414634146,"jSDM-LVM"
0.724025974025974,0.941463414634146,"jSDM-LVM"
0.723214285714286,0.941463414634146,"jSDM-LVM"
0.722402597402597,0.941463414634146,"jSDM-LVM"
0.721590909090909,0.941463414634146,"jSDM-LVM"
0.721590909090909,0.940243902439024,"jSDM-LVM"
0.720779220779221,0.940243902439024,"jSDM-LVM"
0.719967532467533,0.940243902439024,"jSDM-LVM"
0.719967532467533,0.939024390243902,"jSDM-LVM"
0.719967532467533,0.93780487804878,"jSDM-LVM"
0.719155844155844,0.93780487804878,"jSDM-LVM"
0.718344155844156,0.93780487804878,"jSDM-LVM"
0.718344155844156,0.936585365853659,"jSDM-LVM"
0.717532467532467,0.936585365853659,"jSDM-LVM"
0.716720779220779,0.936585365853659,"jSDM-LVM"
0.715909090909091,0.936585365853659,"jSDM-LVM"
0.715097402597403,0.936585365853659,"jSDM-LVM"
0.715097402597403,0.935365853658537,"jSDM-LVM"
0.714285714285714,0.935365853658537,"jSDM-LVM"
0.713474025974026,0.935365853658537,"jSDM-LVM"
0.712662337662338,0.935365853658537,"jSDM-LVM"
0.712662337662338,0.934146341463415,"jSDM-LVM"
0.711850649350649,0.934146341463415,"jSDM-LVM"
0.711038961038961,0.934146341463415,"jSDM-LVM"
0.710227272727273,0.934146341463415,"jSDM-LVM"
0.709415584415584,0.934146341463415,"jSDM-LVM"
0.708603896103896,0.934146341463415,"jSDM-LVM"
0.707792207792208,0.934146341463415,"jSDM-LVM"
0.706980519480519,0.934146341463415,"jSDM-LVM"
0.706168831168831,0.934146341463415,"jSDM-LVM"
0.705357142857143,0.934146341463415,"jSDM-LVM"
0.704545454545455,0.934146341463415,"jSDM-LVM"
0.703733766233766,0.934146341463415,"jSDM-LVM"
0.702922077922078,0.934146341463415,"jSDM-LVM"
0.70211038961039,0.934146341463415,"jSDM-LVM"
0.701298701298701,0.934146341463415,"jSDM-LVM"
0.701298701298701,0.932926829268293,"jSDM-LVM"
0.701298701298701,0.931707317073171,"jSDM-LVM"
0.700487012987013,0.931707317073171,"jSDM-LVM"
0.699675324675325,0.931707317073171,"jSDM-LVM"
0.698863636363636,0.931707317073171,"jSDM-LVM"
0.698051948051948,0.931707317073171,"jSDM-LVM"
0.698051948051948,0.930487804878049,"jSDM-LVM"
0.69724025974026,0.930487804878049,"jSDM-LVM"
0.696428571428571,0.930487804878049,"jSDM-LVM"
0.695616883116883,0.930487804878049,"jSDM-LVM"
0.694805194805195,0.930487804878049,"jSDM-LVM"
0.693993506493507,0.930487804878049,"jSDM-LVM"
0.693181818181818,0.930487804878049,"jSDM-LVM"
0.69237012987013,0.930487804878049,"jSDM-LVM"
0.69237012987013,0.929268292682927,"jSDM-LVM"
0.691558441558441,0.929268292682927,"jSDM-LVM"
0.690746753246753,0.929268292682927,"jSDM-LVM"
0.690746753246753,0.928048780487805,"jSDM-LVM"
0.689935064935065,0.928048780487805,"jSDM-LVM"
0.689123376623377,0.928048780487805,"jSDM-LVM"
0.688311688311688,0.928048780487805,"jSDM-LVM"
0.6875,0.928048780487805,"jSDM-LVM"
0.686688311688312,0.928048780487805,"jSDM-LVM"
0.686688311688312,0.926829268292683,"jSDM-LVM"
0.685876623376623,0.926829268292683,"jSDM-LVM"
0.685064935064935,0.926829268292683,"jSDM-LVM"
0.684253246753247,0.926829268292683,"jSDM-LVM"
0.684253246753247,0.925609756097561,"jSDM-LVM"
0.683441558441559,0.925609756097561,"jSDM-LVM"
0.683441558441559,0.924390243902439,"jSDM-LVM"
0.68262987012987,0.924390243902439,"jSDM-LVM"
0.681818181818182,0.924390243902439,"jSDM-LVM"
0.681006493506493,0.924390243902439,"jSDM-LVM"
0.680194805194805,0.924390243902439,"jSDM-LVM"
0.679383116883117,0.924390243902439,"jSDM-LVM"
0.678571428571429,0.924390243902439,"jSDM-LVM"
0.678571428571429,0.923170731707317,"jSDM-LVM"
0.67775974025974,0.923170731707317,"jSDM-LVM"
0.676948051948052,0.923170731707317,"jSDM-LVM"
0.676136363636364,0.923170731707317,"jSDM-LVM"
0.675324675324675,0.923170731707317,"jSDM-LVM"
0.674512987012987,0.923170731707317,"jSDM-LVM"
0.673701298701299,0.923170731707317,"jSDM-LVM"
0.673701298701299,0.921951219512195,"jSDM-LVM"
0.67288961038961,0.921951219512195,"jSDM-LVM"
0.672077922077922,0.921951219512195,"jSDM-LVM"
0.671266233766234,0.921951219512195,"jSDM-LVM"
0.671266233766234,0.920731707317073,"jSDM-LVM"
0.670454545454545,0.920731707317073,"jSDM-LVM"
0.669642857142857,0.920731707317073,"jSDM-LVM"
0.669642857142857,0.919512195121951,"jSDM-LVM"
0.668831168831169,0.919512195121951,"jSDM-LVM"
0.668019480519481,0.919512195121951,"jSDM-LVM"
0.667207792207792,0.919512195121951,"jSDM-LVM"
0.666396103896104,0.919512195121951,"jSDM-LVM"
0.665584415584416,0.919512195121951,"jSDM-LVM"
0.665584415584416,0.918292682926829,"jSDM-LVM"
0.664772727272727,0.918292682926829,"jSDM-LVM"
0.663961038961039,0.918292682926829,"jSDM-LVM"
0.663149350649351,0.918292682926829,"jSDM-LVM"
0.662337662337662,0.918292682926829,"jSDM-LVM"
0.661525974025974,0.918292682926829,"jSDM-LVM"
0.660714285714286,0.918292682926829,"jSDM-LVM"
0.659902597402597,0.918292682926829,"jSDM-LVM"
0.659090909090909,0.918292682926829,"jSDM-LVM"
0.658279220779221,0.918292682926829,"jSDM-LVM"
0.657467532467533,0.918292682926829,"jSDM-LVM"
0.656655844155844,0.918292682926829,"jSDM-LVM"
0.655844155844156,0.918292682926829,"jSDM-LVM"
0.655032467532467,0.918292682926829,"jSDM-LVM"
0.654220779220779,0.918292682926829,"jSDM-LVM"
0.653409090909091,0.918292682926829,"jSDM-LVM"
0.652597402597403,0.918292682926829,"jSDM-LVM"
0.651785714285714,0.918292682926829,"jSDM-LVM"
0.650974025974026,0.918292682926829,"jSDM-LVM"
0.650162337662338,0.918292682926829,"jSDM-LVM"
0.649350649350649,0.918292682926829,"jSDM-LVM"
0.648538961038961,0.918292682926829,"jSDM-LVM"
0.647727272727273,0.918292682926829,"jSDM-LVM"
0.646915584415584,0.918292682926829,"jSDM-LVM"
0.646915584415584,0.917073170731707,"jSDM-LVM"
0.646103896103896,0.917073170731707,"jSDM-LVM"
0.645292207792208,0.917073170731707,"jSDM-LVM"
0.644480519480519,0.917073170731707,"jSDM-LVM"
0.643668831168831,0.917073170731707,"jSDM-LVM"
0.643668831168831,0.915853658536585,"jSDM-LVM"
0.642857142857143,0.915853658536585,"jSDM-LVM"
0.642045454545455,0.915853658536585,"jSDM-LVM"
0.641233766233766,0.915853658536585,"jSDM-LVM"
0.640422077922078,0.915853658536585,"jSDM-LVM"
0.640422077922078,0.914634146341463,"jSDM-LVM"
0.640422077922078,0.913414634146341,"jSDM-LVM"
0.63961038961039,0.913414634146341,"jSDM-LVM"
0.638798701298701,0.913414634146341,"jSDM-LVM"
0.638798701298701,0.91219512195122,"jSDM-LVM"
